EventID, Duration, TimeStep, Region, AEP, Increments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,10,5,Southern Slopes (mainland),rare,38.89,61.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5825,15,5,Southern Slopes (mainland),frequent,46.53,30.95,22.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5827,15,5,Southern Slopes (mainland),frequent,54.67,24,21.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5828,15,5,Southern Slopes (mainland),frequent,57.45,17.37,25.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,15,5,Southern Slopes (mainland),frequent,23.2,41.15,35.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5830,15,5,Southern Slopes (mainland),frequent,35.7,41.53,22.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5831,15,5,Southern Slopes (mainland),frequent,30.9,40.54,28.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,15,5,Southern Slopes (mainland),frequent,20.28,40.23,39.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,15,5,Southern Slopes (mainland),frequent,36.62,30.99,32.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,15,5,Southern Slopes (mainland),frequent,30.19,22.64,47.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5836,15,5,Southern Slopes (mainland),frequent,32.47,11.23,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,15,5,Southern Slopes (mainland),intermediate,47.9,30.36,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,15,5,Southern Slopes (mainland),intermediate,43.62,35.4,20.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,15,5,Southern Slopes (mainland),intermediate,44.45,34.44,21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,15,5,Southern Slopes (mainland),intermediate,40.31,24.88,34.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5819,15,5,Southern Slopes (mainland),intermediate,20.78,50.85,28.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,15,5,Southern Slopes (mainland),intermediate,36.19,26.5,37.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5821,15,5,Southern Slopes (mainland),intermediate,20.16,46.89,32.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5822,15,5,Southern Slopes (mainland),intermediate,33.62,33.37,33.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5823,15,5,Southern Slopes (mainland),intermediate,20.09,37.24,42.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,15,5,Southern Slopes (mainland),intermediate,23.38,28.57,48.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,15,5,Southern Slopes (mainland),rare,54.38,25.45,20.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,15,5,Southern Slopes (mainland),rare,47.26,32.34,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,15,5,Southern Slopes (mainland),rare,48.49,25.19,26.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,15,5,Southern Slopes (mainland),rare,34.87,39.45,25.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,15,5,Southern Slopes (mainland),rare,38.36,27.32,34.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,15,5,Southern Slopes (mainland),rare,24.45,50.8,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,15,5,Southern Slopes (mainland),rare,40.61,34.64,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,15,5,Southern Slopes (mainland),rare,36.23,36.96,26.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,15,5,Southern Slopes (mainland),rare,23.66,24.56,51.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,15,5,Southern Slopes (mainland),rare,33.13,6.27,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5859,20,5,Southern Slopes (mainland),frequent,41.13,22.93,20.36,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5860,20,5,Southern Slopes (mainland),frequent,37.95,32.64,9.17,20.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,20,5,Southern Slopes (mainland),frequent,24.02,44.19,11.63,20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5862,20,5,Southern Slopes (mainland),frequent,22.7,24.23,23.44,29.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,20,5,Southern Slopes (mainland),frequent,16.4,19.67,47.54,16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5866,20,5,Southern Slopes (mainland),frequent,15.14,22.45,35.52,26.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5867,20,5,Southern Slopes (mainland),frequent,18.56,21.72,27.79,31.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5868,20,5,Southern Slopes (mainland),frequent,20.61,29.19,23.93,26.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,20,5,Southern Slopes (mainland),frequent,15.93,15.63,43.23,25.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5870,20,5,Southern Slopes (mainland),frequent,17.21,13.66,34.47,34.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5848,20,5,Southern Slopes (mainland),intermediate,36.49,28.7,18.58,16.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,20,5,Southern Slopes (mainland),intermediate,31.16,39.57,14.41,14.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5850,20,5,Southern Slopes (mainland),intermediate,39.14,25.16,15.52,20.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,20,5,Southern Slopes (mainland),intermediate,16.97,23.35,28.8,30.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,20,5,Southern Slopes (mainland),intermediate,28.24,33.06,19.35,19.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,20,5,Southern Slopes (mainland),intermediate,25.37,28.36,22.39,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,20,5,Southern Slopes (mainland),intermediate,15.41,37.01,31.01,16.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5856,20,5,Southern Slopes (mainland),intermediate,20.9,35.82,25.37,17.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5857,20,5,Southern Slopes (mainland),intermediate,15.21,15.22,41.87,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5858,20,5,Southern Slopes (mainland),intermediate,16.1,20.7,29.03,34.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5837,20,5,Southern Slopes (mainland),rare,34.62,29.67,20.33,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5838,20,5,Southern Slopes (mainland),rare,37,33.86,12.6,16.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5839,20,5,Southern Slopes (mainland),rare,30.59,35.29,19.41,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5840,20,5,Southern Slopes (mainland),rare,24.81,19.99,19.69,35.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5841,20,5,Southern Slopes (mainland),rare,16.26,30.12,31.93,21.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5842,20,5,Southern Slopes (mainland),rare,21.79,31.28,33.61,13.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5844,20,5,Southern Slopes (mainland),rare,17.62,29.14,31.45,21.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5845,20,5,Southern Slopes (mainland),rare,25.4,19.05,34.92,20.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,20,5,Southern Slopes (mainland),rare,13,24.17,31.26,31.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,20,5,Southern Slopes (mainland),rare,21.97,12.39,34.19,31.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5892,25,5,Southern Slopes (mainland),frequent,35.01,17.77,9.54,13.83,23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,25,5,Southern Slopes (mainland),frequent,35.52,20.26,13.93,19.06,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5895,25,5,Southern Slopes (mainland),frequent,20.58,29.41,17.65,17.65,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5896,25,5,Southern Slopes (mainland),frequent,28.04,15.7,15.99,20.38,19.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5897,25,5,Southern Slopes (mainland),frequent,15.48,20.35,21.22,23.71,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5898,25,5,Southern Slopes (mainland),frequent,17.27,31.78,20.76,8.34,21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5899,25,5,Southern Slopes (mainland),frequent,11.02,25.29,32.95,20.02,10.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,25,5,Southern Slopes (mainland),frequent,12.25,26.02,28.06,19.23,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5901,25,5,Southern Slopes (mainland),frequent,11.99,14.67,18.67,26.67,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,25,5,Southern Slopes (mainland),frequent,17.26,10.73,17.22,37.77,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5878,25,5,Southern Slopes (mainland),intermediate,38.63,25.76,15.91,10.61,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5879,25,5,Southern Slopes (mainland),intermediate,31.52,22.74,16.51,17.61,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,25,5,Southern Slopes (mainland),intermediate,13.8,36.78,17.24,21.84,10.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881,25,5,Southern Slopes (mainland),intermediate,11.55,23.19,30.3,24.59,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5883,25,5,Southern Slopes (mainland),intermediate,25.19,17.56,9.16,19.85,28.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5885,25,5,Southern Slopes (mainland),intermediate,24.33,20.27,16.22,24.32,14.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5886,25,5,Southern Slopes (mainland),intermediate,16.62,25.53,18.91,25.22,13.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5888,25,5,Southern Slopes (mainland),intermediate,15.39,26.4,27.04,10.67,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5889,25,5,Southern Slopes (mainland),intermediate,16.86,20.5,9.91,36.18,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5890,25,5,Southern Slopes (mainland),intermediate,18.78,8.29,16.02,26.52,30.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,25,5,Southern Slopes (mainland),rare,16.67,27.19,19.3,21.93,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,25,5,Southern Slopes (mainland),rare,26.66,30.18,19.64,12.02,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,25,5,Southern Slopes (mainland),rare,34.09,2.68,24.25,17.28,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,25,5,Southern Slopes (mainland),rare,31.69,26.06,10.56,14.08,17.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5872,25,5,Southern Slopes (mainland),rare,26.61,25.07,13.42,16.78,18.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5873,25,5,Southern Slopes (mainland),rare,15.87,29.03,24.16,19.28,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5874,25,5,Southern Slopes (mainland),rare,15.87,32.21,28.37,14.9,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5875,25,5,Southern Slopes (mainland),rare,23.26,21.24,20.66,22.19,12.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5876,25,5,Southern Slopes (mainland),rare,8.23,12.05,13.45,41.87,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5877,25,5,Southern Slopes (mainland),rare,14.85,17.3,17.3,23.94,26.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5921,30,5,Southern Slopes (mainland),frequent,24.06,28.49,1.57,3.47,18.19,24.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5922,30,5,Southern Slopes (mainland),frequent,11.76,29.29,24.09,15.66,11.62,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923,30,5,Southern Slopes (mainland),frequent,28.73,24.47,8.51,14.89,9.57,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924,30,5,Southern Slopes (mainland),frequent,19.1,14.09,14.75,16.14,17.73,18.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5931,30,5,Southern Slopes (mainland),frequent,18.59,17.33,12.14,10.53,22.82,18.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5932,30,5,Southern Slopes (mainland),frequent,15.8,17.29,21.05,15.79,17.29,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5933,30,5,Southern Slopes (mainland),frequent,20.21,10.11,14.27,16.66,18.54,20.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5934,30,5,Southern Slopes (mainland),frequent,16.54,27.03,13.17,8.3,25.47,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935,30,5,Southern Slopes (mainland),frequent,12.01,9.44,12.38,19.34,19.34,27.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5936,30,5,Southern Slopes (mainland),frequent,10.86,15.2,4.31,12.88,27.3,29.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,30,5,Southern Slopes (mainland),intermediate,11.19,12,17.84,28.58,21.73,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,30,5,Southern Slopes (mainland),intermediate,13.92,6.33,20.25,15.19,31.65,12.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,30,5,Southern Slopes (mainland),intermediate,8.75,21.25,23.75,18.75,20,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882,30,5,Southern Slopes (mainland),intermediate,20.66,26.99,21.9,9.24,8.75,12.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5893,30,5,Southern Slopes (mainland),intermediate,29.95,15.2,8.16,11.84,20.41,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915,30,5,Southern Slopes (mainland),intermediate,14.16,31.13,22.64,9.43,10.38,12.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5916,30,5,Southern Slopes (mainland),intermediate,11.56,36.18,16.61,6.9,13.65,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5917,30,5,Southern Slopes (mainland),intermediate,9.46,22.45,27.08,20.71,11.49,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5918,30,5,Southern Slopes (mainland),intermediate,21.1,21.84,14.77,19.23,11.79,11.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919,30,5,Southern Slopes (mainland),intermediate,8.98,9.2,15.94,12.72,28.89,24.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,30,5,Southern Slopes (mainland),rare,17.7,14.83,22.49,16.27,15.79,12.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,30,5,Southern Slopes (mainland),rare,18.15,23.62,24.71,17.44,7.26,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5904,30,5,Southern Slopes (mainland),rare,22.31,24.3,22.31,14.74,7.97,8.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,30,5,Southern Slopes (mainland),rare,15.5,27.91,23.26,13.95,11.63,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,30,5,Southern Slopes (mainland),rare,7.74,17.28,28.54,20.11,15.33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,30,5,Southern Slopes (mainland),rare,6.29,22.22,21.72,17.43,19.18,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,30,5,Southern Slopes (mainland),rare,17.1,22.38,21.61,17.15,11.99,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5910,30,5,Southern Slopes (mainland),rare,11.93,22.71,28.51,14.85,14.85,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,30,5,Southern Slopes (mainland),rare,9.19,8.05,16.09,27.59,21.84,17.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5913,30,5,Southern Slopes (mainland),rare,7.94,15.08,13.49,19.84,20.63,23.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5956,45,5,Southern Slopes (mainland),frequent,8.76,12.64,19.22,16.79,9.17,7.46,10.49,10.17,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
